cbo;dit;fanin;fanout;lcom;noc;loc;rfc;wmc;totalMethodsQty;protectedMethodsQty;publicMethodsQty;privateMethodsQty;finalFieldsQty;protectedFieldsQty;publicFieldsQty;privateFieldsQty;bugs
4;1;0;4;10;0;76;9;5;5;0;5;0;0;0;0;0;0
3;1;0;3;1;0;11;3;2;2;0;2;0;0;0;0;0;0
6;2;2;6;25;0;63;16;16;10;0;8;2;2;0;0;2;0
2;1;0;2;6;0;27;6;4;4;0;4;0;1;0;0;1;0
3;1;0;3;3;0;20;6;3;3;0;3;0;0;0;0;0;0
2;1;0;2;3;0;25;6;3;3;0;3;0;0;0;0;0;0
0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
5;1;0;5;10;0;68;17;5;5;0;5;0;0;0;0;0;0
9;1;3;9;43;0;169;27;42;11;5;6;0;1;0;0;5;0
4;1;20;4;12;15;57;12;16;12;3;7;2;1;0;0;3;0
3;1;0;3;3;0;20;6;3;3;0;3;0;0;0;0;0;0
2;1;7;2;36;0;11;0;9;9;0;0;0;0;0;0;0;0
2;1;0;2;3;0;24;8;3;3;0;3;0;0;0;0;0;0
5;3;3;5;15;0;51;12;13;6;1;5;0;2;0;1;1;0
2;1;0;2;6;0;44;8;4;4;0;4;0;0;0;0;0;0
3;2;2;3;88;0;151;16;43;20;0;19;1;5;0;0;5;0
5;1;0;5;6;0;43;8;4;4;0;4;0;0;0;0;0;0
11;2;1;11;44;0;129;24;29;20;0;18;2;1;0;0;6;0
1;2;0;1;0;0;4;0;1;1;0;1;0;0;0;0;0;0
2;1;1;2;0;0;36;1;9;6;0;6;0;0;0;0;2;0
5;2;4;5;21;1;32;3;9;7;0;7;0;2;0;1;1;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
4;1;0;4;10;0;52;9;5;5;0;5;0;0;0;0;0;0
3;1;0;3;15;0;46;11;6;6;0;6;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
19;3;2;19;8;0;98;42;19;8;0;7;1;1;0;0;2;0
3;1;1;3;0;0;59;8;13;8;0;8;0;2;0;0;2;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;1;1;15;0;97;5;33;6;0;5;1;0;0;0;0;0
8;2;1;8;0;0;128;20;36;20;0;19;1;0;0;0;3;0
10;1;0;10;10;0;68;13;6;5;0;5;0;0;0;0;0;0
6;1;2;6;0;0;91;20;19;9;1;8;0;4;0;1;4;0
3;1;3;3;0;1;49;3;11;5;0;5;0;4;0;3;4;0
1;1;8;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
0;1;9;0;1;0;4;0;2;2;0;0;0;0;0;0;0;0
7;2;2;7;29;0;177;33;44;15;0;8;7;3;0;2;5;0
4;1;0;4;15;0;58;16;6;6;0;6;0;0;0;0;0;0
3;1;0;3;1;0;12;2;2;2;0;2;0;0;0;0;0;0
11;1;0;11;0;0;179;31;12;12;0;12;0;1;0;0;1;0
7;2;1;7;117;0;183;25;45;22;0;17;4;1;0;0;3;0
3;1;12;3;21;0;9;0;7;7;0;0;0;0;0;0;0;0
1;1;5;1;1;0;4;0;2;2;0;0;0;0;0;0;0;0
2;1;0;2;6;0;54;14;4;4;0;4;0;1;0;0;1;0
23;2;2;23;54;0;314;84;80;29;2;27;0;1;0;0;4;0
1;1;5;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
0;1;7;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
4;1;3;4;0;0;149;28;37;13;0;11;2;1;0;0;4;0
2;1;10;2;1;0;6;0;2;2;0;2;0;0;0;0;0;0
6;7;2;6;0;0;74;28;13;7;1;6;0;0;0;0;2;0
3;1;0;3;6;0;47;10;4;4;0;4;0;0;0;0;0;0
1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
2;1;3;2;0;0;21;0;4;4;0;4;0;4;0;0;4;0
3;1;0;3;3;0;20;3;3;3;0;3;0;0;0;0;0;0
9;2;2;9;1;0;39;11;9;6;2;4;0;0;0;0;3;0
0;1;8;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
1;5;3;1;1;0;91;29;16;6;0;6;0;1;1;1;4;0
3;1;0;3;1;0;14;3;3;2;0;2;0;0;0;0;0;0
1;1;46;1;99;1;183;15;54;23;0;20;3;3;0;0;3;0
9;2;1;9;0;0;160;29;44;20;0;20;0;0;1;0;3;0
7;1;0;7;5;0;56;14;6;6;0;6;0;1;0;0;1;0
20;3;2;20;71;0;302;90;74;26;2;24;0;1;0;0;4;0
2;1;0;2;1;0;12;3;2;2;0;2;0;0;0;0;0;0
3;1;0;3;190;0;225;27;28;20;0;20;0;0;0;0;0;0
6;1;1;6;351;0;390;33;33;27;0;24;3;0;0;0;0;0
3;1;0;3;3;0;20;6;3;3;0;3;0;0;0;0;0;0
0;1;0;0;3;0;5;0;3;3;0;0;0;0;0;0;0;0
6;1;3;6;4;0;83;5;20;12;0;12;0;1;0;0;7;0
2;1;2;2;3;0;5;0;3;3;0;0;0;0;0;0;0;0
4;1;0;4;0;0;42;2;1;1;0;1;0;1;0;0;1;0
4;1;0;4;0;0;61;15;1;1;0;1;0;0;0;0;0;0
15;1;1;15;0;0;52;20;8;6;0;5;1;0;0;0;1;0
0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
4;1;3;4;0;0;94;18;24;13;0;12;1;1;0;0;2;0
10;2;1;10;91;0;172;35;42;23;0;22;1;1;0;0;3;0
14;7;2;14;102;0;289;40;60;21;1;13;7;0;0;0;4;0
0;1;0;0;0;0;17;4;4;4;0;2;2;0;0;0;1;0
9;1;4;9;182;0;271;22;57;40;0;38;2;0;0;0;16;0
1;3;1;1;7;0;84;8;20;11;0;10;1;0;0;0;6;0
7;4;1;7;0;0;182;27;40;17;1;10;6;0;0;0;3;0
10;1;0;10;15;0;72;15;6;6;0;6;0;0;0;0;0;0
15;1;1;15;0;0;57;21;9;6;0;5;1;0;0;0;1;0
8;1;19;8;32;12;154;27;38;20;0;16;4;1;0;0;4;0
10;1;0;10;15;0;58;20;6;6;0;6;0;0;0;0;0;0
13;1;0;13;21;0;128;40;7;7;0;7;0;0;0;0;0;0
2;1;20;2;28;0;10;0;8;8;0;0;0;0;0;0;0;0
0;1;2;0;3;0;5;0;3;3;0;0;0;0;0;0;0;0
2;2;2;2;6;0;35;17;10;4;1;3;0;1;0;0;1;0
2;6;0;2;1;0;20;2;4;3;0;3;0;1;0;0;1;0
3;1;0;3;3;0;35;10;3;3;0;3;0;0;0;0;0;0
5;1;0;5;3;0;68;17;4;3;0;3;0;0;0;0;0;0
2;1;0;2;72;0;199;21;18;13;0;13;0;1;0;0;1;0
1;4;0;1;0;0;3;0;0;0;0;0;0;1;0;0;0;0
3;1;0;3;3;0;24;7;3;3;0;3;0;0;0;0;0;0
2;1;0;2;3;0;29;5;3;3;0;3;0;0;0;0;0;0
7;1;2;7;61;0;217;30;51;14;9;5;0;3;0;0;3;0
5;1;0;5;10;0;56;18;6;5;0;5;0;0;0;0;0;0
6;1;1;6;45;0;120;6;14;10;0;8;2;0;0;0;0;0
3;1;0;3;3;0;34;9;4;3;0;3;0;0;0;0;0;0
3;1;0;3;10;0;57;13;5;5;0;5;0;1;0;0;1;0
2;1;0;2;6;0;27;6;4;4;0;4;0;1;0;0;1;0
13;4;24;13;271;0;320;54;82;39;0;37;2;1;0;0;3;0
6;1;0;6;6;0;68;19;4;4;0;4;0;0;0;0;0;0
0;1;5;0;3;0;5;0;3;3;0;0;0;0;0;0;0;0
2;1;0;2;6;0;18;1;6;4;0;4;0;0;0;0;0;0
15;1;1;15;0;0;55;19;8;5;0;4;1;0;0;0;1;0
0;1;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2;4;0;2;0;0;9;0;1;1;0;1;0;0;0;2;0;0
2;1;1;2;3;0;76;10;7;3;0;2;1;0;0;0;0;0
2;1;4;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
7;1;3;7;1;0;87;22;21;7;0;7;0;1;0;0;3;0
0;1;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
7;1;4;7;81;0;157;19;43;22;0;20;2;1;0;0;6;0
13;1;0;13;28;0;220;37;8;8;0;8;0;0;0;0;0;0
30;1;1;30;598;0;886;61;72;65;0;61;4;1;0;0;1;0
3;1;0;3;13;0;89;15;6;6;0;6;0;1;0;0;1;0
8;1;0;8;15;0;71;17;6;6;0;6;0;0;0;0;0;0
0;6;0;0;28;0;24;4;9;8;0;8;0;0;0;0;0;0
5;2;0;5;33;0;114;9;28;11;0;11;0;0;0;0;4;0
4;2;2;4;6;0;46;3;13;8;0;8;0;1;0;0;4;0
12;2;1;12;250;0;188;40;52;33;0;32;1;0;0;0;4;0
19;3;1;19;156;0;224;51;54;25;1;22;2;1;0;0;8;0
4;1;1;4;15;0;39;14;9;7;0;7;0;0;0;0;1;0
6;1;0;6;34;0;121;19;11;9;0;9;0;0;0;0;1;0
21;5;3;21;103;1;325;77;70;22;0;20;2;6;0;5;8;0
4;1;0;4;6;0;63;17;4;4;0;4;0;0;0;0;0;0
2;1;0;2;85;0;191;20;22;14;0;14;0;1;0;0;1;0
4;1;3;4;4;0;147;15;42;12;0;7;5;0;0;0;10;0
2;1;2;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
4;1;2;4;0;0;77;18;20;8;0;8;0;2;0;0;2;0
2;1;0;2;0;0;6;0;1;1;0;1;0;0;0;0;1;0
3;1;0;3;10;0;71;14;5;5;0;5;0;0;0;0;0;0
13;3;2;13;0;0;112;35;22;9;0;7;2;1;0;0;5;0
11;4;12;11;164;0;255;58;69;36;1;34;1;0;0;0;5;0
1;1;0;1;1;0;22;8;2;2;0;2;0;0;0;0;0;0
4;1;0;4;1;0;54;9;2;2;0;2;0;0;0;0;0;0
1;1;0;1;0;0;41;2;1;1;0;1;0;0;0;0;0;0
4;1;0;4;26;0;110;26;8;8;0;8;0;0;0;0;1;0
20;3;2;20;163;0;333;74;69;23;5;16;2;1;0;0;5;0
2;1;8;2;1;0;4;0;2;2;0;0;0;0;0;0;0;0
3;1;1;3;0;0;44;2;10;6;0;6;0;4;0;0;4;0
2;2;2;2;6;0;45;17;10;4;1;3;0;1;0;0;1;0
3;1;1;3;120;0;132;27;32;16;0;5;11;0;0;0;0;0
21;5;2;21;0;0;164;48;40;7;2;5;0;1;0;0;2;0
7;2;1;7;0;0;90;27;10;10;0;6;4;0;0;1;0;0
6;1;0;6;0;0;11;4;1;1;0;1;0;0;0;0;0;0
0;1;1;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0
7;4;1;7;21;0;98;34;27;7;4;3;0;0;0;0;0;0
5;2;5;5;43;2;41;6;12;10;0;10;0;2;0;1;1;0
11;1;8;11;913;0;382;27;87;58;0;55;3;6;0;0;26;0
15;1;1;15;43;0;131;33;10;10;0;7;3;1;0;0;1;0
12;1;1;12;26;0;72;22;8;8;0;7;1;1;0;0;1;0
16;2;2;16;221;0;275;52;72;38;1;37;0;1;0;0;4;0
0;1;0;0;1;0;38;6;10;2;0;1;1;0;0;0;0;0
2;1;0;2;0;0;9;0;2;2;0;2;0;0;0;1;0;0
5;3;2;5;0;0;30;5;8;5;0;5;0;0;0;0;1;0
0;5;4;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
16;2;12;16;643;0;344;62;82;42;0;39;3;0;0;0;12;0
1;1;2;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
19;3;2;19;194;0;574;83;122;25;2;18;5;1;0;0;6;0
9;1;0;9;21;0;88;16;9;7;0;7;0;0;0;0;0;0
3;1;0;3;3;0;21;4;3;3;0;3;0;0;0;0;0;0
19;1;26;19;2519;2;675;83;160;78;12;64;2;16;0;15;27;0
5;1;1;5;80;0;192;20;21;17;0;17;0;1;0;0;1;0
17;4;2;17;0;0;206;56;48;12;0;10;2;1;0;0;3;0
13;2;1;13;112;0;349;73;99;20;2;13;5;0;2;0;0;0
3;1;0;3;3;0;20;6;3;3;0;3;0;0;0;0;0;0
6;1;3;6;0;0;82;18;19;11;0;9;2;3;0;1;3;0
5;1;1;5;583;0;314;37;42;35;0;31;4;0;0;0;4;0
12;3;1;12;14;0;101;24;23;12;0;10;2;1;0;0;5;0
11;1;1;11;0;0;38;14;6;5;0;4;1;0;0;0;1;0
2;1;1;2;45;0;67;23;13;10;0;9;1;0;0;0;0;0
10;1;5;10;21;0;94;18;25;7;0;7;0;0;0;0;0;0
2;3;0;2;1;0;12;0;3;3;0;3;0;0;0;0;1;0
3;1;0;3;3;0;20;6;3;3;0;3;0;0;0;0;0;0
5;2;5;5;52;0;175;30;41;20;0;20;0;3;0;2;6;0
3;1;0;3;3;0;23;4;4;3;0;3;0;0;0;0;0;0
2;2;1;2;10;0;35;5;8;5;0;5;0;0;0;0;0;0
5;2;2;5;36;0;33;8;9;9;0;9;0;0;0;0;0;0
3;1;0;3;10;0;71;14;5;5;0;5;0;0;0;0;0;0
6;2;1;6;45;0;104;24;26;10;1;9;0;1;0;1;0;0
0;1;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
9;1;3;9;79;0;190;30;46;14;8;6;0;5;0;0;5;0
21;3;2;21;0;0;261;74;64;21;2;18;1;1;0;0;4;0
2;1;7;2;6;0;6;0;4;4;0;0;0;0;0;0;0;0
5;2;3;5;55;0;41;10;11;11;0;11;0;0;0;0;0;0
4;1;0;4;3;0;29;4;3;3;0;3;0;0;0;0;0;0
2;1;0;2;0;0;6;0;1;1;0;1;0;0;0;0;1;0
7;1;0;7;10;0;86;10;5;5;0;5;0;0;0;0;0;0
1;1;1;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
0;1;2;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1;1;15;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
19;3;3;19;0;1;175;64;32;12;0;10;2;1;0;0;3;0
2;1;0;2;3;0;28;4;3;3;0;3;0;0;0;0;0;0
6;1;17;6;6;0;90;13;21;4;0;4;0;0;0;0;0;0
4;1;1;4;6;0;94;13;16;4;0;4;0;0;0;0;0;0
4;1;0;4;10;0;45;10;5;5;0;5;0;0;0;0;0;0
1;1;2;1;1;0;8;0;2;2;0;2;0;0;0;0;0;0
9;1;1;9;105;0;17;0;15;15;0;0;0;0;0;0;0;0
1;1;8;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
3;1;3;3;1;0;4;0;2;2;0;0;0;0;0;0;0;0
5;2;3;5;36;0;33;8;9;9;0;9;0;0;0;0;0;0
0;1;1;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
20;2;1;20;196;0;315;67;73;29;1;26;2;1;0;0;10;0
6;6;4;6;15;4;236;4;14;10;2;8;0;0;0;0;0;0
2;4;0;2;0;0;7;0;1;1;0;1;0;0;0;1;0;0
2;1;2;2;0;0;119;3;35;12;0;12;0;1;0;0;6;0
2;1;0;2;3;0;38;11;3;3;0;3;0;0;0;0;0;0
3;1;0;3;3;0;31;10;3;3;0;3;0;0;0;0;0;0
7;1;0;7;6;0;63;9;4;4;0;4;0;0;0;0;0;0
11;1;0;11;15;0;75;16;7;6;0;6;0;0;0;0;0;0
5;2;4;5;41;0;172;27;36;19;0;19;0;3;0;2;6;0
0;1;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
18;1;4;18;9045;0;137;0;135;135;0;0;0;0;0;0;0;0
4;1;0;4;6;0;61;8;4;4;0;4;0;0;0;0;0;0
15;1;1;15;0;0;55;19;8;5;0;4;1;0;0;0;1;0
14;3;3;14;0;1;90;32;19;11;0;11;0;1;0;0;4;0
1;1;6;1;25;0;62;6;22;11;0;11;0;0;0;0;2;0
1;4;4;1;1;0;51;13;8;6;0;6;0;0;0;0;2;0
3;1;0;3;6;0;39;10;4;4;0;4;0;0;0;0;0;0
27;1;0;27;666;0;763;109;48;37;0;37;0;0;0;0;0;0
0;1;6;0;0;0;6;0;1;1;0;1;0;1;0;0;1;0
23;2;1;23;669;0;417;76;100;50;2;44;4;5;1;2;15;0
1;1;0;1;10;0;50;11;5;5;0;5;0;0;0;0;0;0
4;1;0;4;44;0;139;23;12;12;0;12;0;1;0;0;1;0
4;1;2;4;0;0;58;10;14;9;0;9;0;1;0;0;2;0
0;1;4;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
0;1;3;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1;1;4;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
19;4;2;19;13;0;233;34;42;11;1;8;2;1;0;0;2;0
1;1;0;1;0;0;4;0;1;1;0;1;0;0;0;0;0;0
2;1;1;2;0;0;81;8;14;7;0;6;1;7;0;0;7;0
0;1;3;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
3;3;7;3;0;2;14;1;3;3;0;3;0;1;0;0;1;0
14;2;10;14;13;1;105;30;26;15;0;15;0;2;0;0;3;0
1;1;2;1;1;0;4;0;2;2;0;0;0;0;0;0;0;0
20;5;4;20;369;1;396;82;104;34;2;30;2;7;0;6;11;0
5;1;0;5;10;0;90;25;5;5;0;5;0;0;0;0;0;0
11;1;9;11;451;3;238;19;59;38;3;33;2;1;0;0;15;0
2;1;4;2;20;0;44;10;11;9;0;9;0;1;0;0;3;0
2;1;0;2;15;0;8;0;6;6;0;0;0;0;0;0;0;0
3;1;0;3;1;0;13;2;2;2;0;2;0;0;0;0;0;0
2;1;0;2;10;0;51;12;6;5;0;5;0;0;0;0;0;0
2;1;38;2;45;0;61;10;19;10;0;10;0;0;0;0;0;0
2;2;2;2;0;0;93;3;24;17;0;17;0;2;0;0;2;0
2;1;0;2;3;0;28;7;3;3;0;3;0;0;0;0;0;0
3;1;1;3;7;0;78;13;16;6;0;3;3;0;0;0;2;0
4;1;0;4;10;0;51;11;5;5;0;5;0;0;0;0;0;0
2;1;0;2;0;0;6;0;1;1;0;1;0;0;0;0;1;0
2;1;0;2;0;0;6;0;1;1;0;1;0;0;0;0;1;0
3;1;0;3;0;0;36;9;1;1;0;1;0;0;0;0;0;0
3;1;0;3;15;0;72;16;7;6;0;6;0;1;0;0;1;0
7;1;0;7;10;0;64;18;6;5;0;5;0;0;0;0;0;0
6;3;2;6;15;0;28;14;8;6;0;6;0;0;0;0;0;0
2;1;0;2;1;0;13;2;2;2;0;2;0;0;0;0;0;0
9;2;3;9;0;0;41;10;9;5;0;5;0;0;0;0;3;0
1;1;2;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1;1;5;1;89;2;104;3;27;19;0;19;0;0;0;0;8;0
3;1;2;3;0;0;79;11;19;8;0;8;0;1;0;0;5;0
15;2;2;15;355;0;299;47;77;38;1;35;2;1;0;0;14;0
4;1;19;4;28;0;61;5;17;13;0;13;0;0;0;0;3;0
2;1;0;2;0;0;7;2;1;1;0;1;0;0;0;0;0;0
13;3;1;13;30;0;121;19;29;16;0;14;2;0;0;0;6;0
17;3;2;17;56;0;195;36;51;17;0;15;2;1;0;0;6;0
4;1;0;4;6;0;31;9;4;4;0;4;0;0;0;0;0;0
11;2;7;11;129;3;142;13;37;23;4;17;2;5;0;5;6;0
7;1;1;7;21;0;98;23;11;7;0;6;1;0;0;0;0;0
1;1;4;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
7;2;1;7;0;0;233;26;63;33;0;32;1;0;0;0;3;0
4;1;0;4;3;0;47;14;3;3;0;3;0;0;0;0;0;0
4;1;0;4;6;0;64;17;4;4;0;4;0;0;0;0;0;0
2;1;0;2;6;0;33;5;4;4;0;4;0;0;0;0;0;0
2;2;15;2;0;0;10;0;2;2;0;2;0;0;0;0;1;0
5;1;4;5;16;0;173;25;34;9;0;6;3;0;0;0;3;0
3;2;7;3;32;0;160;25;33;24;0;23;1;5;4;0;4;0
3;1;0;3;1;0;21;7;2;2;0;2;0;0;0;0;0;0
10;1;0;10;21;0;64;21;7;7;0;7;0;0;0;0;0;0
2;1;0;2;6;0;34;8;4;4;0;4;0;0;0;0;0;0
3;1;1;3;28;0;34;6;8;8;0;8;0;0;0;0;0;0
36;1;48;36;1994;13;570;64;158;69;8;59;2;12;0;11;19;0
7;1;12;7;229;0;362;69;84;23;0;18;5;0;0;0;3;0
2;1;11;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
18;4;3;18;10;1;87;30;20;5;1;4;0;1;0;0;1;0
0;1;61;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
27;3;13;27;884;5;565;120;157;49;5;40;4;3;0;2;19;0
4;3;2;4;21;0;74;20;14;7;0;6;1;1;0;0;1;0
8;1;0;8;0;0;211;38;23;15;0;15;0;1;0;0;1;0
9;1;0;9;15;0;55;16;7;6;0;6;0;0;0;0;0;0
1;1;2;1;0;0;77;10;13;1;0;1;0;0;0;0;0;0
2;1;0;2;0;0;6;0;1;1;0;1;0;0;0;0;1;0
7;1;0;7;15;0;65;20;7;6;0;6;0;0;0;0;0;0
1;1;4;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
12;1;21;12;167;10;98;17;33;19;1;18;0;2;0;0;2;0
3;3;2;3;0;1;10;2;2;1;0;1;0;0;0;0;0;0
4;1;0;4;10;0;101;28;5;5;0;5;0;0;0;0;0;0
1;2;0;1;0;0;21;0;1;1;0;0;1;2;0;2;0;0
6;1;2;6;15;0;86;19;23;6;0;5;1;0;0;0;0;0
2;1;0;2;1;0;21;9;2;2;0;2;0;0;0;0;0;0
7;2;3;7;24;1;118;19;25;17;1;14;2;6;0;5;7;0
6;1;2;6;9;0;43;8;10;7;1;6;0;3;0;1;2;0
3;1;4;3;0;0;57;5;14;8;0;8;0;4;0;1;3;0
2;1;9;2;28;0;10;0;8;8;0;0;0;0;0;0;0;0
1;1;5;1;0;0;44;3;11;7;0;7;0;0;0;0;2;0
3;1;0;3;6;0;41;9;4;4;0;4;0;0;0;0;0;0
11;1;0;11;21;0;93;23;8;7;0;7;0;0;0;0;0;0
5;3;2;5;0;0;36;9;8;5;0;5;0;1;0;0;1;0
3;1;0;3;45;0;206;15;21;10;0;10;0;0;0;0;0;0
7;1;2;7;60;0;221;18;44;17;0;12;5;8;0;6;13;0
23;3;1;23;3;0;170;35;37;15;0;15;0;1;0;0;8;0
3;1;16;3;0;0;45;9;12;9;0;9;0;1;0;0;2;0
4;1;0;4;19;0;84;17;10;7;0;7;0;0;0;0;1;0
20;1;0;20;49;0;191;47;11;11;0;11;0;1;0;0;1;0
4;1;32;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1;1;5;1;0;1;47;7;13;8;3;5;0;1;0;0;3;0
6;2;1;6;41;0;116;8;36;15;0;15;0;6;0;0;7;0
15;1;1;15;0;0;55;19;8;5;0;4;1;0;0;0;1;0
3;1;0;3;3;0;45;4;3;3;0;3;0;0;0;0;0;0
2;1;0;2;0;0;6;0;1;1;0;1;0;0;0;0;1;0
10;1;1;10;72;0;282;41;15;13;0;12;1;1;0;0;1;0
4;1;0;4;3;0;45;14;3;3;0;3;0;0;0;0;0;0
1;1;13;1;0;2;58;3;16;8;0;8;0;1;0;0;3;0
1;1;0;1;0;0;14;2;1;1;0;1;0;0;0;0;0;0
0;1;14;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
15;1;1;15;34;0;128;26;9;9;0;8;1;1;0;0;1;0
12;3;3;12;197;0;276;50;66;38;0;37;1;1;0;0;3;0
11;5;3;11;98;1;169;54;28;17;0;15;2;10;1;0;14;0
2;1;4;2;0;0;6;0;1;1;0;1;0;0;0;1;0;0
3;1;0;3;3;0;23;5;3;3;0;3;0;0;0;0;0;0
3;1;0;3;6;0;35;9;4;4;0;4;0;0;0;0;0;0
4;1;0;4;3;0;48;12;3;3;0;3;0;0;0;0;0;0
0;1;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
1;1;3;1;0;0;54;1;13;7;0;7;0;0;0;0;4;0
1;3;1;1;208;0;208;19;48;28;0;28;0;2;0;0;14;0
3;1;62;3;153;0;402;76;70;18;0;17;1;0;0;0;0;0
4;1;0;4;6;0;47;16;4;4;0;4;0;0;0;0;0;0
0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2;1;2;2;1;0;8;1;2;2;0;2;0;0;0;0;0;0
82;1;2;82;169;0;710;77;137;50;0;50;0;0;0;0;1;0
12;3;1;12;3;0;56;19;3;3;0;3;0;1;0;0;1;0
4;2;7;4;0;2;33;6;10;6;0;6;0;0;0;0;1;0
2;1;2;2;9;0;44;10;10;6;0;5;1;0;0;0;1;0
0;1;2;0;105;0;17;0;15;15;0;0;0;0;0;0;0;0
10;1;2;10;15;0;53;13;12;6;0;5;1;1;0;0;1;0
1;1;4;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1;1;2;1;1;0;78;12;36;2;0;2;0;0;0;0;0;0
2;1;0;2;153;0;288;26;26;18;0;18;0;0;0;0;0;0
14;3;2;14;0;0;135;27;28;14;0;12;2;1;0;0;7;0
18;2;2;18;305;0;413;76;88;34;1;32;1;0;0;0;14;0
3;1;0;3;6;0;43;9;4;4;0;4;0;0;0;0;0;0
22;2;1;22;2160;0;656;89;168;73;2;66;5;23;12;11;27;0
11;1;0;11;61;0;166;40;20;19;0;19;0;1;0;0;1;0
3;1;1;3;3;0;5;0;3;3;0;0;0;0;0;0;0;0
3;1;2;3;0;0;140;15;28;13;1;12;0;1;0;0;6;0
4;1;0;4;21;0;90;10;26;7;0;6;1;0;0;0;0;0
4;1;0;4;6;0;46;6;4;4;0;4;0;0;0;0;0;0
5;1;3;5;36;0;126;17;27;16;0;14;2;6;0;5;9;0
4;1;8;4;0;5;134;20;32;16;6;10;0;2;0;0;7;0
0;1;0;0;0;0;5;0;1;1;0;1;0;1;0;0;1;0
13;3;1;13;29;0;191;50;41;14;1;10;3;1;0;0;4;0
3;1;0;3;1;0;11;4;2;2;0;2;0;0;0;0;0;0
2;1;0;2;1;0;14;1;3;3;0;3;0;0;2;0;0;0
4;2;3;4;21;0;47;7;11;7;0;7;0;0;0;0;0;0
4;1;0;4;10;0;36;10;5;5;0;5;0;0;0;0;0;0
3;1;2;3;3;0;146;8;34;3;0;3;0;0;0;0;0;0
16;2;37;16;2048;4;694;104;177;72;10;60;2;9;0;8;20;1
36;2;4;36;7140;1;1396;202;302;132;19;111;2;14;1;10;49;1
8;2;7;8;649;0;565;73;146;54;0;47;5;1;2;0;5;1
6;2;33;6;614;0;403;50;104;45;0;39;5;1;1;0;7;1
13;3;3;13;83;0;218;31;37;19;0;15;4;1;0;0;10;1
51;2;12;51;23250;2;2159;366;619;225;13;203;9;9;1;8;51;1
8;1;4;8;61;0;178;39;44;22;0;21;1;1;0;0;4;1
5;2;2;5;135;0;199;27;45;22;0;20;2;1;0;0;7;1
23;2;2;23;84;0;295;73;63;24;0;21;3;1;0;0;9;1
39;2;18;39;1405;8;713;146;165;59;12;47;0;1;0;0;13;1
11;2;1;11;0;0;340;43;90;45;0;44;1;0;1;0;6;1
5;1;4;5;0;0;225;51;57;22;0;22;0;1;0;0;4;1
3;2;3;3;0;0;37;2;10;6;0;6;0;0;0;0;1;1
2;1;0;2;0;0;7;2;1;1;0;1;0;0;0;0;0;1
35;1;12;35;1653;0;1318;94;344;58;0;57;1;0;0;0;0;1
0;1;0;0;3;0;21;5;5;3;0;3;0;0;0;0;0;1
0;1;0;0;3;0;19;4;5;3;0;3;0;0;0;0;0;1
11;1;4;11;0;0;319;27;72;11;5;6;0;1;0;0;6;1
7;3;1;7;316;0;310;25;92;33;0;30;3;0;0;0;4;1
9;1;0;9;15;0;83;27;6;6;0;6;0;0;0;0;0;1
44;2;38;44;25564;0;2492;323;681;236;15;211;10;6;1;5;57;1
